,workerid,proliferate.condition,order,paraphrase,rating,response,slide_number_in_experiment,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error,Sentence,HaveNeedTo,Finite,ModalPresent,QuestionType,DegreeQ,SubjectAuxInv,WhAll,MatrixNegPresent,EmbeddedNegPresent,QuantifiedSubject,QuantifiedPredicate,Wh,MatrixNegation,MatrixDoSupport,MatrixPred1,MatrixPred2,MatVerbPart,Modal,EmbeddedNegation,Verb1,Verb2,Verb3,DeterminerSubject,DeterminerNonSubject,FullWhPhrase,DeterminerSubjPresent,DeterminerNonSubjPresent,WhNode,WhParse,Question,SentenceParse,WhPhaseType,IdentityQ
155,106,01_pilot_e02,a-the-all,all,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,106,01_pilot_e02,a-the-all,other,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,106,01_pilot_e02,a-the-all,a,0.99,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,106,01_pilot_e02,a-the-all,the,0.01,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,106,01_pilot_e02,a-the-all,all,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,106,01_pilot_e02,a-the-all,other,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,106,01_pilot_e02,a-the-all,a,0.99,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,106,01_pilot_e02,a-the-all,the,0.01,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,106,01_pilot_e02,a-the-all,all,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,106,01_pilot_e02,a-the-all,other,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,106,01_pilot_e02,a-the-all,a,0.99,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,106,01_pilot_e02,a-the-all,the,0.01,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,106,01_pilot_e02,a-the-all,all,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,106,01_pilot_e02,a-the-all,other,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,106,01_pilot_e02,a-the-all,a,0.99,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,106,01_pilot_e02,a-the-all,the,0.01,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,106,01_pilot_e02,a-the-all,all,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,106,01_pilot_e02,a-the-all,other,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,106,01_pilot_e02,a-the-all,a,0.99,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,106,01_pilot_e02,a-the-all,the,0.01,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,106,01_pilot_e02,a-the-all,all,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,106,01_pilot_e02,a-the-all,other,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,106,01_pilot_e02,a-the-all,a,0.99,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,106,01_pilot_e02,a-the-all,the,0.01,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,106,01_pilot_e02,a-the-all,all,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,106,01_pilot_e02,a-the-all,other,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,106,01_pilot_e02,a-the-all,a,0.99,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,106,01_pilot_e02,a-the-all,the,0.01,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,106,01_pilot_e02,a-the-all,all,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,106,01_pilot_e02,a-the-all,other,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,106,01_pilot_e02,a-the-all,a,0.99,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,106,01_pilot_e02,a-the-all,the,0.01,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,106,01_pilot_e02,a-the-all,all,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,106,01_pilot_e02,a-the-all,other,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,106,01_pilot_e02,a-the-all,a,0.14,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,106,01_pilot_e02,a-the-all,the,0.01,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,106,01_pilot_e02,a-the-all,all,0.85,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,106,01_pilot_e02,a-the-all,other,0,,4,example1,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,106,01_pilot_e02,a-the-all,a,0.96,,5,example2,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,106,01_pilot_e02,a-the-all,the,0,,5,example2,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,106,01_pilot_e02,a-the-all,all,0.04,,5,example2,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,106,01_pilot_e02,a-the-all,other,0,,5,example2,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,106,01_pilot_e02,a-the-all,a,0,,6,example3,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,106,01_pilot_e02,a-the-all,the,0,,6,example3,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,106,01_pilot_e02,a-the-all,all,1,,6,example3,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,106,01_pilot_e02,a-the-all,other,0,,6,example3,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,106,01_pilot_e02,a-the-all,a,0.02,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,106,01_pilot_e02,a-the-all,the,0,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,106,01_pilot_e02,a-the-all,all,0.98,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,106,01_pilot_e02,a-the-all,other,0,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,106,01_pilot_e02,a-the-all,a,0.02,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,106,01_pilot_e02,a-the-all,the,0,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,106,01_pilot_e02,a-the-all,all,0.98,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,106,01_pilot_e02,a-the-all,other,0,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,106,01_pilot_e02,a-the-all,a,0.02,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,106,01_pilot_e02,a-the-all,the,0,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,106,01_pilot_e02,a-the-all,all,0.98,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,106,01_pilot_e02,a-the-all,other,0,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,106,01_pilot_e02,a-the-all,a,0.02,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,106,01_pilot_e02,a-the-all,the,0,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,106,01_pilot_e02,a-the-all,all,0.98,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,106,01_pilot_e02,a-the-all,other,0,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,106,01_pilot_e02,a-the-all,a,0.02,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,106,01_pilot_e02,a-the-all,the,0,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,106,01_pilot_e02,a-the-all,all,0.98,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,106,01_pilot_e02,a-the-all,other,0,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,106,01_pilot_e02,a-the-all,a,0.02,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,106,01_pilot_e02,a-the-all,the,0,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,106,01_pilot_e02,a-the-all,all,0.98,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,106,01_pilot_e02,a-the-all,other,0,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,106,01_pilot_e02,a-the-all,a,0.02,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,106,01_pilot_e02,a-the-all,the,0,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,106,01_pilot_e02,a-the-all,all,0.98,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,106,01_pilot_e02,a-the-all,other,0,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,106,01_pilot_e02,a-the-all,a,0.02,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,106,01_pilot_e02,a-the-all,the,0,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,106,01_pilot_e02,a-the-all,all,0.98,,7,example4,[],48,Yes,,3,-1,-1,Female,English,Chrome,Windows,768,1366,8.30975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
